"number","title","pageid","namespace","length","touched"
"1550","Regulated_tenancy","47802095","Talk","52","20230813152446"
"1551","Primocryst","53448165","Talk","53","20230813065602"
"1552","William_Louis_Walton","74427947","Talk","39","20230723090807"
"1553","Crop_reports","74220170","Talk","39","20230704064555"
"1554","Evolutionary_Classification_of_Protein_Domains","66678439","Talk","464","20230729171221"
"1555","DIRCOTE","17648781","Talk","48","20230728235002"
"1556","Dubowitz_Score","74228312","Talk","91","20230706032138"
"1557","Biscayne_Beach","46334098","Talk","165","20230727210911"
"1558","Koudounia","43311305","Talk","2327","20230810235404"
"1559","CME_SPAN","12998361","Talk","3602","20230728035730"
"1560","Family_income","1032185","Talk","2627","20230729191817"
"1561","Danube_Canyon","74221688","Talk","41","20230705184219"
"1562","Marići,_Sveta_Nedelja","74407330","Talk","39","20230721185315"
"1563","Coastal_Carolina_University_Soccer_Field","74216998","Talk","39","20230704002807"
"1564","Indore_Management_Association","37875849","Talk","146","20230731014444"
"1565","Prasannapada","74307620","Talk","39","20230709193106"
"1566","Patria_o_Muerte,_Venceremos","72151122","Talk","693","20230812225739"
"1567","Cóll","74220916","Talk","41","20230705180047"
"1568","Charanguita","51848091","Talk","124","20230728093836"
"1569","Calderone_Concert_Hall","74208549","Talk","39","20230703101837"
"1570","Transparent_heating_film","34975771","Talk","594","20230818222339"
"1571","Keel_(unit)","45155455","Talk","118","20230810202004"
"1572","Baron_Knoop_Stradivarius","14110187","Talk","39","20230727164319"
"1573","Beki","3608702","Talk","130","20230727183004"
"1574","Punjab_Legislative_Council","67077384","Talk","301","20230813094840"
"1575","Cultural_baggage","74220482","Talk","39","20230704071216"
"1576","Île_de_la_Passe_(Peros_Banhos)","74433743","Talk","39","20230723172458"
"1577","Vukmanovići","74425287","Talk","39","20230723041723"
"1578","Min-Aqua_Bat_Water_Ski_Club","74287375","Talk","39","20230708081520"
"1579","Declaration_of_Helsinki_(Information_Technology)","74222661","Talk","39","20230704111117"
"1580","Greek_Council_of_Refugees","74250273","Talk","39","20230705222419"
"1581","Washington_Prairie,_Iowa","57744170","Talk","51","20230819101103"
"1582","Emlyn_the_Gremlyn","43664037","Talk","51","20230729140442"
"1583","Klikařov","74273695","Talk","39","20230707084529"
"1584","Emerge_California","57156793","Talk","53","20230729140002"
"1585","Laissez_les_bons_temps_rouler","24315949","Talk","2219","20230811021331"
"1586","Instance_Cause","74264219","Talk","39","20230706153240"
"1587","Sulayman_ibn_Kathir","74366262","Talk","39","20230716031414"
"1588","Rocca_di_Villalago","50498220","Talk","52","20230813184946"
"1589","The_Rubio_Quartet","74414750","Talk","39","20230722093423"
"1590","Willans_(company)","74427698","Talk","39","20230723083736"
"1591","Tenjinyama_Castle","69136613","Talk","79","20230818083259"
"1592","Rav_Papi","27208032","Talk","173","20230813134041"
"1593","Tudrus","74419749","Talk","39","20230722183148"
"1594","Rogo-Tumu-Here","74350906","Talk","39","20230714232713"
"1595","San_Giuseppe,_Parma","34459791","Talk","88","20230814011725"
"1596","J._Roberts_&_Son","53940989","Talk","8773","20230810131933"
"1597","Frequency-change_signaling","46101","Talk","552","20230730022638"
"1598","Gainesville_Knights","12199072","Talk","1759","20240512050249"
"1599","Dalya_Mobile","74221353","Talk","39","20230704085501"
"1600","Through_colour_render","74416497","Talk","39","20230722122912"
"1601","Princeton_Tigers_swimming_and_diving","57588634","Talk","112","20230813070242"
"1602","ANSI/ASIS_PSC.4-2013","74177996","Talk","39","20230630213109"
"1603","Ossietzkystraße","47429102","Talk","116","20230812181156"
"1604","Cancerkin","74209130","Talk","39","20230703112130"
"1605","Shirburn_Hill","74357838","Talk","39","20240511070336"
"1606","National_Council_for_Private_School_Accreditation","56576809","Talk","1097","20230812060259"
"1607","Iatrosophist","74262177","Talk","39","20230706122311"
"1608","Fusing_(manufacturing)","1796420","Talk","272","20230730032821"
"1609","Kayani_Ghakar","17335188","Talk","6494","20230810201414"
"1610","Kissing_bough","14663915","Talk","423","20230810222800"
"1611","Ceramic_mixing_technology","49397382","Talk","53","20230728085534"
"1612","DyNet","59392613","Talk","232","20230729092539"
"1613","Zubovići,_Dobretići","74433312","Talk","39","20230723163757"
"1614","Sherikhel","74357566","Talk","39","20230715114422"
"1615","Volánbusz","20492431","Talk","39","20240414152552"
"1616","Morro_de_Arica","48918244","Talk","533","20230812011816"
"1617","Vertex,_Inc.","43367114","Talk","61","20231220071407"
"1618","Dautovci","74222085","Talk","41","20230705184237"
"1619","Kapparis","51301502","Talk","756","20230810192231"
"1620","2014_Noyes_Street_fire","76907243","Talk","39","20240514231803"
"1621","Mud_Springs_(Arroyo_Mocho)","74290072","Talk","39","20230708133116"
"1622","Shower_puff","74358050","Talk","39","20230715123614"
"1623","Medveje","74285937","Talk","39","20230708044410"
"1624","Mutein","66174369","Talk","472","20230812034003"
"1625","Return_of_writs","74349303","Talk","39","20230714203305"
"1626","DCMO","74220986","Talk","39","20230704080939"
"1627","Hanover_Acceptances","74257305","Talk","39","20230706030122"
"1628","Independent_candidates_in_the_1985_Ontario_provincial_election","13714665","Talk","499","20230731012122"
"1629","Port_of_Antwerp-Bruges","71270633","Talk","2301","20230813050557"
"1630","Odosenlu_Alaro","32686338","Talk","391","20230812142745"
"1631","Harborview,_San_Diego","29329499","Talk","1479","20230730140148"
"1632","The_Haunts_of_Men","74413425","Talk","39","20230722065416"
"1633","Science_Fiction_by_Asimov","38709555","Talk","39","20240511054715"
"1634","Prhati,_Višnjan","74343419","Talk","39","20230714101156"
"1635","Toth_Duo","74417985","Talk","39","20230722152340"
"1636","City_of_Valencia_International_Band_Contest","54142303","Talk","778","20230728133217"
"1637","Trudinger's_theorem","23415538","Talk","749","20230818234804"
"1638","Meall_Corranaich","74285691","Talk","39","20230708042019"
"1639","Jefe_Supremo","51428949","Talk","339","20230810145518"
"1640","Sheen_Falls_Lodge","61252041","Talk","126","20230814074035"
"1641","Most,_Istria_County","74289496","Talk","39","20230708122012"
"1642","Bosch_Smart_Manufacturing_Conclave","74195061","Talk","39","20230702021425"
"1643","Licensed_insolvency_trustee","49997340","Talk","172","20230811060002"
"1644","Kuch_Gunjoan_Ki_Shaan_Mein","27076510","Talk","147","20230811002436"
"1645","Brandenburglied","23080545","Talk","837","20230728004101"
"1646","Testacea","19250540","Talk","191","20230818085610"
"1647","Civil_Pages","30167884","Talk","1238","20230728133607"
"1648","Barque_Press","74190668","Talk","41","20230705170856"
"1649","Unicode_Technical_Standard","33853468","Talk","53","20230819023321"
"1650","Scientia_est_lux_lucis","15941216","Talk","240","20230814035753"
"1651","Krnjića_Potok","74274666","Talk","39","20230707102954"
"1652","Bratacharini","71204120","Talk","313","20230728004741"
"1653","Sporting_Clube_da_Horta_(handball)","15818507","Talk","1769","20230817200353"
"1654","Merrick_and_the_Highway_Patrol","36141829","Talk","1376","20230811194501"
"1655","Building_Workers'_Charter","74197608","Talk","39","20230702055906"
"1656","Koromani","74274277","Talk","39","20230707094732"
"1657","Pittsburgh_Steamship_Company","74304876","Talk","39","20230709151713"
"1658","Walnut_Street_Ferry_(Mississippi_River)","74425717","Talk","39","20230723050805"
"1659","The_Owl_(fairy_tale)","73543809","Talk","198","20230818140055"
"1660","El_Ferial","74232000","Talk","39","20230704234951"
"1661","The_Maritime_Trust","74413948","Talk","39","20230722075839"
"1662","Bromato_de_armonio","74197177","Talk","39","20230702045433"
"1663","Focal_spot_blooming","70946799","Talk","320","20230730001112"
"1664","Star_City_Roller_Girls","74364639","Talk","39","20230716000745"
"1665","Sanad_ibn_Rumaythah","74353975","Talk","39","20230715050934"
"1666","Stade_Municipal_La_Reole","71981875","Talk","47","20230817215859"
"1667","Horn_(am_Bodensee)","74260038","Talk","39","20230706082648"
"1668","Excitator","26963422","Talk","39","20230729171821"
"1669","Numarán","57766641","Talk","51","20230812130340"
"1670","Carleete","74211248","Talk","39","20230703143759"
"1671","Nimrim","33965032","Talk","1121","20230812102702"
"1672","Magnuson_Hotels","67752789","Talk","288","20230811125522"
"1673","Modrušani","74407496","Talk","39","20230721191156"
"1674","Miss_Thriftway","74288052","Talk","39","20230708091503"
"1675","Fletcher,_Idaho","56233594","Talk","73","20231220071436"
"1676","Luffness_Friary","74281962","Talk","39","20230707211838"
"1677","Valongo_(parish)","74423105","Talk","39","20230723002043"
"1678","Château_d'Esclans","74427309","Talk","39","20230805174744"
"1679","March_733","74284262","Talk","39","20230708014911"
"1680","Geka_Township,_Daocheng_County","70818520","Talk","296","20230730052206"
"1681","PCDATA","26344749","Talk","397","20231220071309"
"1682","Model_engine_classes","44801331","Talk","39","20230811234822"
"1683","Daning_River_(Guangxi)","56232999","Talk","51","20230729005225"
"1684","Psotnik","419902","Talk","184","20230813091238"
"1685","Intonjutsu","12555819","Talk","143","20230810113103"
"1686","Wakefieldite-(Ce)","71456837","Talk","423","20230819093621"
"1687","Ursula_Macfarlane","75690509","Talk","457","20240227103503"
"1688","Uni-Engine","74421729","Talk","39","20230722214816"
"1689","Wells_graph","71773717","Talk","50","20230819113627"
"1690","Journal_on_Chain_and_Network_Science","47092109","Talk","66","20230810165704"
"1691","CDIS_(computer-based_system)","42949143","Talk","39","20230728034250"
"1692","Lisky,_Kyiv","74279977","Talk","39","20230707181809"
"1693","Cut_off_period","74220647","Talk","39","20230704072747"
"1694","Chippewa_Yacht_Club","74215059","Talk","39","20230703204917"
"1695","Ktiv_menuqad","22514172","Talk","726","20230811002246"
"1696","Udhcpc","11992342","Talk","1434","20230819013709"
"1697","Yan_Kuznetsov","76161574","Talk","162","20240223224119"
"1698","Salonica_revolutionary_district","74353574","Talk","39","20230715042822"
"1699","Hex_River_Poort_Pass","25032318","Talk","464","20230730164538"
"1700","Virtual_slide","36386455","Talk","58","20230819072315"
"1701","Kandawgyi_Gardens,_Mandalay","55977611","Talk","1026","20230810190850"
"1702","Riseburn","74350038","Talk","39","20230714215919"
"1703","Said_Sadiq","53523928","Talk","197","20230813235411"
"1704","National_Forest_Week","67655203","Talk","49","20230812061150"
"1705","William_Inglis_(Border_knight)","74427903","Talk","39","20230723090057"
"1706","Munir_Khan","74220808","Talk","205","20230812031122"
"1707","Bombay_Devadasi_Protection_Act","74194542","Talk","39","20230702013303"
"1708","Clinic_(music)","14072768","Talk","39","20230728142159"
"1709","Wafi-Golpu_mine","74425560","Talk","39","20230723044735"
"1710","Egmore_taluk","23415047","Talk","552","20230729121957"
"1711","Write_Angle","14576630","Talk","1788","20230819151609"
"1712","Harakiri_(ski_piste)","26652983","Talk","1889","20230730140048"
"1713","Christchurch_Rural_District","76907495","Talk","39","20240514234951"
"1714","Colourpoint_Books","18823747","Talk","514","20230728160908"
"1715","Kalamati","73648402","Talk","86","20230810184429"
"1716","Multifaith","13372032","Talk","13927","20230812024310"
"1717","Potraš","74306857","Talk","39","20230709183523"
"1718","Statutory_tenancy","47802135","Talk","39","20240512050039"
"1719","Cerovica_(Stanari)","54780566","Talk","1189","20230728085834"
"1720","Men_and_Women's_Club","26482908","Talk","39","20230811191940"
"1721","Monument_to_Zagir_Ismagilov","58333994","Talk","622","20230812005605"
"1722","Fort_Point_Channel_tunnel","74237656","Talk","39","20230705105154"
"1723","What_Is_an_Author?","26326494","Talk","805","20230819120509"
"1724","Malewicki_equations","56300171","Talk","1043","20230811134344"
"1725","Kusumdesar","74242810","Talk","994","20230811004617"
"1726","Color_Splash","27988782","Talk","948","20230728160404"
"1727","Dick_Pilling","76917657","Talk","119","20240516151933"
"1728","Issues_in_Environmental_Science_and_Technology","45228713","Talk","236","20230810124742"
"1729","Meitetsu_6600_series","77029337","Talk","39","20240528030238"
"1730","Cruise_of_Shadows","76902052","Talk","39","20240514054912"
"1731","Le_carrosse_du_Saint-Sacrement","74277388","Talk","39","20230707145229"
"1732","Southern_Early_Childhood_Association","74361951","Talk","39","20230715190331"
"1733","Thorney_Toll","33167073","Talk","39","20230818180637"
"1734","Saber_(software)","71070256","Talk","341","20230813232239"
"1735","World_Climate_Programme","42572143","Talk","3237","20230819143617"
"1736","Tachyaerobic","74410265","Talk","39","20230722002629"
"1737","Protex_(soap)","57187191","Talk","559","20230813085107"
"1738","Fuel_Direct","48140693","Talk","52","20230730030400"
"1739","On_the_Scent_(installation)","58820595","Talk","76","20230812153308"
"1740","Superstring_(fireworks)","12727099","Talk","432","20240511054759"
"1741","Pršurići","74344539","Talk","39","20230714121722"
"1742","Golden_State_Medium_Community_Correctional_Facility","55584007","Talk","1106","20230730082306"
"1743","Capitol_(Hanover)","74210864","Talk","41","20230705173102"
"1744","Veli_Mlun","74423600","Talk","39","20230723013036"
"1745","Concordat_of_the_Forty_Articles","74218472","Talk","41","20230705175728"
"1746","Falah","4353495","Talk","39","20230729190716"
"1747","United_States_Mission_to_NATO","74422080","Talk","39","20230722223729"
"1748","Hudishi","9298148","Talk","77","20230730205840"
"1749","St_Mary's_Church,_Bromley_St_Leonard's","74363869","Talk","39","20230715224301"
"1750","Labour_insurance_(Japan)","56053745","Talk","1051","20230811020320"
"1751","Free_run_(animal)","15641037","Talk","39","20230730021158"
"1752","Neaethus","20997473","Talk","39","20230812072503"
"1753","Constantin_Nicolescu_(politician)","74034079","Talk","84","20230728185045"
"1754","Westendorf_(Rinteln)","74427019","Talk","39","20230723072643"
"1755","Pamići","74407723","Talk","39","20230721193657"
"1756","Clayotic","74216551","Talk","224","20240115140901"
"1757","Kujići","74274827","Talk","39","20230707104614"
"1758","Fothering","37395379","Talk","449","20230730012956"
"1759","Weird_Comics","52806733","Talk","289","20230819112427"
"1760","Spoons_Across_America","44469826","Talk","53","20230817195843"
"1761","URI_Template","38206660","Talk","873","20230819012618"
"1762","Loureira","74281704","Talk","39","20230707205256"
"1763","Novi_Glog_(Trgovište)","56026403","Talk","51","20230812124410"
"1764","DataBlade","56879934","Talk","291","20230729012427"
"1765","Machalilla_Parish","74282866","Talk","39","20230707230553"
"1766","Duchess_of_St_Albans","74228348","Talk","39","20230704192418"
"1767","Tur_(Bosnian-Slavic_mythology)","74419993","Talk","39","20230722185209"
"1768","Relation_construction","4025915","Talk","121","20230813153327"
"1769","Groenvlei_Secondary_School","55611859","Talk","1250","20230730105633"
"1770","VRVis","74422873","Talk","39","20230722235812"
"1771","National_Alliance_of_High-level_Local_Universities","50391646","Talk","317","20230812053618"
"1772","RSC_Cronenberg","74346106","Talk","39","20230714152050"
"1773","Knit_picker","74273829","Talk","39","20230707085509"
"1774","Frolikha_Adventure_Coastline_Track","74239414","Talk","39","20230705124810"
"1775","Jean-Maurice_Lahy","47433799","Talk","135","20230810144918"
"1776","What-not","47061890","Talk","337","20230819120248"
"1777","Railway_Sub_Office","74346665","Talk","39","20230714161753"
"1778","Special_Sections","74362429","Talk","39","20230715200324"
"1779","Oleg_Cassini,_Inc.","34707101","Talk","350","20230812151537"
"1780","Wake-up_call","26892612","Talk","422","20240205235359"
"1781","Royale_RP40","74351780","Talk","39","20230715005041"
"1782","CeNSE","59214007","Talk","117","20230728081322"
"1783","Krculi","74407122","Talk","39","20230721182634"
"1784","Xweshkarih_i_Redagan","74429676","Talk","39","20230723121305"
"1785","Lazzat_with_Asad","28309871","Talk","137","20230811034515"
"1786","Gestes_esthétiques","74242556","Talk","39","20230705164052"
"1787","Richard_Bryde","74349678","Talk","39","20230714211637"
"1788","Navy_cut_tobacco","73543982","Talk","290","20230812072023"
"1789","Giorgos_Adamopoulos","73170171","Talk","101","20230730070301"
"1790","Shorter_House_(music_publisher)","74358016","Talk","39","20230715123134"
"1791","Táin_Bó_Regamon","74420576","Talk","39","20231202021425"
"1792","Old_Hapoel_Ground,_Petah_Tikva","74298185","Talk","39","20230709024735"
"1793","ColorBrewer","75971757","Talk","39","20240201011541"
"1794","Dharamsala_Days,_Dharamsala_Nights","51998664","Talk","54","20230729043806"
"1795","British_Household_Panel_Survey","74196936","Talk","87","20240425042813"
"1796","Love's_Fire","74281726","Talk","39","20240511073545"
"1797","Communist_Students'_League","11588722","Talk","1818","20230728165330"
"1798","Trucost","74419438","Talk","39","20230722180847"
"1799","Thomas_Hill_(Shrewsbury_MP)","74416152","Talk","39","20230722120421"
"1800","Chopper_(propeller)","15329552","Talk","543","20230728114642"
"1801","Lake_County_Courthouse_(Ohio)","44795079","Talk","657","20230811021551"
"1802","National_Milk_Laboratory_Certification_Program","74292968","Talk","39","20230708181049"
"1803","Sauwal","23982747","Talk","53","20230814025950"
"1804","Eo_(instrument)","49000004","Talk","91","20230729151035"
"1805","Magic_Johnson_Foundation","33801534","Talk","53","20230811124511"
"1806","F_&_R_Shanks","74234989","Talk","39","20230705053138"
"1807","Draguzeti","74227628","Talk","39","20230704183616"
"1808","Noel_Futkeu","76282438","Talk","2483","20240307021609"
"1809","Knorr_Beeswax_Candles","42710126","Talk","265","20230810225922"
"1810","Spot_the_ball","41486016","Talk","1141","20230817200813"
"1811","Rallye_rim","31100083","Talk","127","20230813125019"
"1812","Birchwood_Park","74193480","Talk","39","20230701231356"
"1813","Lizoperci","74280549","Talk","39","20230707185901"
"1814","Bond_scheme_(housing)","50546340","Talk","52","20230727232417"
"1815","GDP_density","74240321","Talk","563","20240326102849"
"1816","Monkey_Magic_(British_TV_series)","64754452","Talk","136","20230812003544"
"1817","The_Carefree_Gardener","12559089","Talk","1893","20230818102355"
"1818","Value_stream_costing","74423129","Talk","39","20230723002433"
"1819","Starter_tenancy","47740230","Talk","52","20230817230102"
"1820","Industrial_inertia","74263695","Talk","39","20230706143317"
"1821","Narma_(tribe)","20898185","Talk","6840","20230812052408"
"1822","Sarai_Naga","53249370","Talk","162","20230814023559"
"1823","Unnim","74422267","Talk","39","20230722225549"
"1824","MFC_HIT_Kyiv","74282581","Talk","39","20230707223431"
"1825","Alexander_Frank","76436709","Talk","327","20240529012500"
"1826","Dalera","33867838","Talk","53","20230729002904"
"1827","Pediatric_pathology","16606926","Talk","209","20230812233721"
"1828","Nigerian_Coast_Guard","76909025","Talk","39","20240515065018"
"1829","Telephone_numbers_in_Tokelau","32839471","Talk","99","20231220071230"
"1830","Circles_(essay)","25851197","Talk","731","20230728130236"
"1831","Málaga_Metropolitan_Transport_Consortium","74291443","Talk","39","20230708152521"
"1832","Sherwood,_Mississippi","72474811","Talk","526","20230814080126"
"1833","ISO_20471","74261850","Talk","39","20230706115158"
"1834","National_Check_Professional","50006765","Talk","537","20230812055259"
"1835","Pilot_major","52185916","Talk","97","20230813023320"
"1836","1794_North_Carolina_gubernatorial_election","76901983","Talk","39","20240514053348"
"1837","Munjuluru","26667075","Talk","126","20230812031152"
"1838","Space_(architecture)","49593249","Talk","500","20230817182548"
"1839","Kadomo","74271041","Talk","39","20230707033404"
"1840","Ibn_al-Allaf","74262213","Talk","39","20230706122651"
"1841","Shahid_Mahdavi_Stadium","74357065","Talk","39","20230715104649"
"1842","Touchstone_Semiconductor","67730047","Talk","73","20230818211746"
"1843","Neutral_waters","53010621","Talk","617","20230812082126"
"1844","Yuxquen","52339208","Talk","224","20230819172655"
"1845","Saparda","74354493","Talk","39","20230715060416"
"1846","Driving_cap","8415495","Talk","125","20231014110447"
"1847","Millwheel","74287349","Talk","39","20230708081150"
"1848","Hire_Association_Europe","38758048","Talk","358","20240306143922"
"1849","Hossein_Ali_Anvari","55731168","Talk","1031","20230730195937"
"1850","Commodity_Classification_Automated_Tracking_System","24144249","Talk","2050","20230728163849"
"1851","Lumenera","47199295","Talk","1331","20230811101404"
"1852","CAMBRA","48447583","Talk","258","20240511031209"
"1853","Strpačići","74365756","Talk","39","20230716021331"
"1854","Matijaši","74407378","Talk","39","20230721185755"
"1855","Gorton,_Midlothian","74245346","Talk","39","20230705193410"
"1856","Malyi_Seret","74283731","Talk","39","20230708004738"
"1857","Thank_You_for_Arguing:_What_Aristotle,_Lincoln,_and_Homer_Simpson_Can_Teach_Us_About_the_Art_of_Persuasion","70948430","Talk","205","20240412111643"
"1858","Bellagio_declaration","74192017","Talk","39","20230701204048"
"1859","Higher_Grade_School","74258945","Talk","39","20230706062602"
"1860","Volga_(rocket_stage)","50694045","Talk","66","20230819083138"
"1861","Workflow_APIs_and_interchange_formats","70885395","Talk","54","20230819142116"
"1862","Yuxarı_Nüsüs","69483514","Talk","84","20230819172645"
"1863","Marshall_Stability_Method","74284766","Talk","39","20230708024644"
"1864","Titoni","50520700","Talk","118","20230818195952"
"1865","Wire_editor","74428368","Talk","39","20230723095559"
"1866","Stob_Dubh_(Corbett)","74365283","Talk","39","20230716013329"
"1867","Chowdavaram_OW","42602638","Talk","696","20230728114932"
"1868","Deaton-Flanigen_Productions","38901693","Talk","5206","20240412050651"
"1869","Kiševo","55978273","Talk","51","20230810224001"
"1870","Oriental_Orthodoxy_in_India","28845241","Talk","307","20230812174154"
"1871","Psychotechnique","8997671","Talk","686","20230813091629"
"1872","Razboj_Župski","39453913","Talk","257","20230813135202"
"1873","Sur-Choc","19642112","Talk","576","20230818025513"
"1874","Bregninge,_Svendborg_Municipality","58677148","Talk","51","20230728010122"
"1875","Davidovići","74222235","Talk","41","20230705184244"
"1876","Multi-fragment_algorithm","59047336","Talk","696","20240503233459"
"1877","Red_Panda_Records","74348153","Talk","39","20230714181739"
"1878","Kawankathaung","57341131","Talk","51","20230810201233"
"1879","Zaselje,_Travnik","74432260","Talk","39","20230723151333"
"1880","Security_Device_Event_Exchange","45377779","Talk","53","20230814051208"
"1881","HPE_Systems_Insight_Manager","55639810","Talk","1106","20230730123548"
"1882","Serviam","33633359","Talk","1300","20230814062711"
"1883","Homhoangna","74259825","Talk","39","20230706080147"
"1884","Chandana_River","73913165","Talk","129","20230728092255"
"1885","Rajki,_Croatia","74346828","Talk","39","20230714163244"
"1886","Rogachevo,_Arkhangelsk_Oblast","62253127","Talk","798","20230813190747"
"1887","Council_of_Auxerre","74219545","Talk","39","20230704053531"
"1888","Mandell_Weiss_Theatre","74283888","Talk","39","20230708010429"
"1889","Mengbei_station","56230512","Talk","397","20230811192230"
"1890","Gubb_(application)","22644770","Talk","483","20240508185158"
"1891","Minitrans","74287664","Talk","39","20230708084502"
"1892","Thomas_Lynch_(mayor)","26078090","Talk","39","20230818180057"
"1893","Sallachy","22005424","Talk","39","20230814003743"
"1894","Søsum","74409792","Talk","39","20230721232607"
"1895","Capital_(fortification)","11601272","Talk","39","20230728061147"
"1896","Scaynes_Hill_SSSI","74354980","Talk","39","20230715065228"
"1897","Sattvata_Samhita","53657280","Talk","903","20230814025250"
"1898","Progressive_Agricultural_Democratic_Union","74344072","Talk","39","20230714112740"
"1899","Bejan","13381016","Talk","39","20230727182944"
"1900","Multrum","31367517","Talk","405","20230812030451"
"1901","Ženodraga","74434364","Talk","39","20230723182631"
"1902","Unidirectional_Data_Flow_(computer_science)","74017007","Talk","238","20230819023441"
"1903","Continuity_offense","29393280","Talk","466","20231219143417"
"1904","St_John's_Parish_Church,_South_Hornchurch","47531753","Talk","336","20230817213418"
"1905","CAI_Format","74198269","Talk","39","20230702071139"
"1906","Foundation_for_Early_Learning","19154013","Talk","862","20230730013256"
"1907","Resheto","48998965","Talk","91","20230813163250"
"1908","Christmas_EP_(The_Fray_EP)","26886663","Talk","142","20230728115733"
"1909","ISO_2014","9242626","Talk","216","20230730232057"
"1910","Hanford,_Dorset","74257254","Talk","39","20230706025602"
"1911","Simuna","27318993","Talk","160","20230814100805"
"1912","Sveti_Bartol","74409029","Talk","39","20230721220843"
"1913","Sinasir","71586813","Talk","615","20230814100905"
"1914","Ethal","7972889","Talk","2345","20230729160808"
"1915","Tuscan_Republic_(19th_century)","74420191","Talk","39","20230722191150"
"1916","Foreign_sales_agent","42196486","Talk","220","20230730010414"
"1917","TCP_Port_Service_Multiplexer","2946512","Talk","398","20240511064224"
"1918","Hôtel_de_Lassay","74261334","Talk","39","20230706105435"
"1919","Hydrolysate","38913452","Talk","581","20230730215003"
"1920","Ease_of_movement","38818138","Talk","76","20230729105053"
"1921","Matthew_18_process","70648313","Talk","84","20230811170704"
"1922","Artcon_Racing","74346016","Talk","39","20240312192622"
"1923","Multi-touch,_physics_and_gestures","63899878","Talk","54","20230812024030"
"1924","Harvardiana_(song)","67845373","Talk","118","20230730142939"
"1925","La_Rosière_de_Salency","51024600","Talk","149","20230811015200"
"1926","Sovetskaya_Street","61003206","Talk","735","20230817182048"
"1927","Sharpness_Point","74357338","Talk","39","20230715111841"
"1928","MitoMap","60363003","Talk","526","20230811231431"
"1929","Multiple_Toymakers","74290350","Talk","39","20230708135717"
"1930","Reformed_Churches_of_Myanmar","40243577","Talk","650","20230813150435"
"1931","East_London_Industrial_School","74229888","Talk","39","20230704214235"
"1932","Medlar_bodies","51809970","Talk","39","20230811184358"
"1933","Séssène","36246517","Talk","90","20230818043038"
"1934","Surfel","8017406","Talk","777","20230818025933"
"1935","Porta_a_Pinti,_Florence","74306531","Talk","39","20230709180332"
"1936","Van_Laack","74423178","Talk","39","20230723003204"
"1937","Oratorio_dell'Annunziata,_Ferrara","36592258","Talk","88","20230812172153"
"1938","Dundrum_F.C.","26081453","Talk","39","20230729090528"
"1939","Ernst_Wandfluh","76863155","Talk","45","20240508230746"
"1940","Lambert,_North_Carolina","57092187","Talk","51","20230811022752"
"1941","Gladys_Blake_(writer)","74243205","Talk","39","20230705174315"
"1942","Yamazaki_University_of_Animal_Nursing","32267767","Talk","187","20240222062244"
"1943","Metropolitan_Lager_Bier_Brewery","74286675","Talk","39","20230708063235"
"1944","Union_Township,_Benton_County,_Missouri","57744246","Talk","51","20230819024802"
"1945","Center_for_Studies_and_Social_Action","74212473","Talk","39","20230703165946"
"1946","Gabriele_Possanner_State_Prize","74240532","Talk","39","20230705140604"
"1947","Døstrup","74229070","Talk","39","20230704203111"
"1948","MOSH_Mobile","12742417","Talk","2712","20230811112757"
"1949","Scary_Stories_(Roff)","22602076","Talk","451","20230814032341"
"1950","Scotochromogenic","9399294","Talk","202","20230814040544"
"1951","Line_X","57703570","Talk","65","20230811064624"
"1952","Nawan_Killi,_Mardan","55582067","Talk","294","20230812072103"
"1953","Fersah","74236014","Talk","39","20230705073855"
"1954","Entrée_de_ballet","50951989","Talk","144","20230729145855"
"1955","Masturbation_booth","74285147","Talk","39","20230708032736"
"1956","Capability-based_operating_system","61823942","Talk","543","20230818194620"
"1957","Retrial_queue","43297752","Talk","767","20230813170031"
"1958","Degg's_Model","74222817","Talk","39","20230704113058"
"1959","Constantine_O'Neale","74218810","Talk","41","20230705175753"
"1960","Structural_moving_average_model","25958844","Talk","51","20230818012449"
"1961","Van_Diemen_RF90","74423161","Talk","39","20230723002913"
"1962","Stingwern_Hill","74365261","Talk","39","20230716013059"
"1963","Bryan,_Arkansas","74197394","Talk","39","20230702052704"
"1964","Banu_Zayd","57167418","Talk","42","20230727161127"
"1965","Boys'_Life_(play)","73606479","Talk","278","20230827084425"
"1966","Civil_Lines","74216427","Talk","39","20230703232504"
"1967","Club_de_Aventuras_AD","74216892","Talk","39","20230704001846"
"1968","Plastilina","28306274","Talk","509","20230813031712"
"1969","Khvalisy","3079092","Talk","554","20230810212237"
"1970","Manning's_Law","60183815","Talk","1709","20230914175930"
"1971","Febelgra","8661024","Talk","186","20230729200720"
"1972","Map_(graph_theory)","66870046","Talk","553","20240422002111"
"1973","Neoi_Epivates","33912970","Talk","199","20230812074824"
"1974","The_Newton_Graphic","74414225","Talk","39","20230722083000"
"1975","Address-Event_Representation","76899099","Talk","39","20240513184333"
"1976","Treixedo","6867274","Talk","1056","20230818225931"
"1977","Rootare–Prenzlow_equation","17885170","Talk","307","20230813195359"
"1978","Prefix_(acoustics)","74307844","Talk","39","20230709194527"
"1979","Frank:_sonnets","70743023","Talk","365","20230730015307"
"1980","Professor_of_Geography_(Cambridge)","74344001","Talk","39","20230714111619"
"1981","Pinezići,_Marčana","74304588","Talk","39","20230709144322"
